Unifier ID,Project Name,Description,County,Corridor,Category,Estimated Cost,Unfunded Amount,Status,Readiness,Design Percent,Modes,Year Needed,Fatalities 5yr,Serious Injuries 5yr,High Crash Location,Disadvantaged Community,Rural,Environmental Justice,Tags
UNF-3507,T202465796 Cheswold Local Road Safety Plan,Data-driven local road safety plan for Cheswold identifying a high-injury network and proven countermeasures.,Kent,SR 4,planning,530000,477284,unfunded,construction-ready,94,auto; pedestrian,2027,1,15,true,false,true,true,safety-plan; data-driven; planning
UNF-3508,T202565833 I-495 Intersection Safety Package — Dewey Beach FY26,"Systemic safety package at I-495 MP 10.6 serving Dewey Beach: signal upgrades, left-turn protection, lighting, and pedestrian intervals.",Sussex,I-495,safety,6100000,5243860,unfunded,preliminary-design,21,auto; pedestrian,2029,0,12,false,false,true,true,intersection; signal; safety; pedestrian; high-crash
UNF-3509,T202665870 Red Lion Complete Streets — SR 9 Town Center,"Lane reallocation, bicycle facilities, and pedestrian lighting on SR 9 through Red Lion town center (Group B).",New Castle,SR 9,complete-streets,4870000,4239178,unfunded,construction-ready,93,auto; pedestrian; bicycle,2029,1,13,false,true,false,false,complete-streets; bike-ped; equity; safety
UNF-3510,T202765907 Dover DART Stop and Access Improvements — SR 52,"Accessible pads, shelters, lighting, and sidewalk connections to DART stops on SR 52 in Dover.",Kent,SR 52,transit,1680000,1271103,partially-funded,final-design,68,transit; pedestrian,2025,1,17,true,true,false,false,transit; equity; pedestrian; ada
UNF-3511,T202265944 SR 54 Intersection Safety Package — Townsend Northbound,"Systemic safety package at SR 54 MP 19.5 serving Townsend: signal upgrades, left-turn protection, lighting, and pedestrian intervals.",New Castle,SR 54,safety,14140000,13363297,unfunded,planning,6,auto; pedestrian,2026,6,33,true,false,true,false,intersection; signal; safety; pedestrian; high-crash
UNF-3512,T202365981 Selbyville Sidewalk and Crossing Gap Closure — SR 299,"Fill sidewalk gaps and add high-visibility crossings along SR 299 MP 21.7 in Selbyville, with ADA curb ramps.",Sussex,SR 299,bike-ped,1510000,1360034,unfunded,final-design,84,pedestrian; bicycle,2027,5,24,true,true,false,false,pedestrian; ada; crossing; vru
UNF-3513,T202466018 Bear Local Road Safety Plan,Data-driven local road safety plan for Bear identifying a high-injury network and proven countermeasures.,New Castle,US 13,planning,630000,583985,unfunded,row,40,auto; pedestrian,2025,1,11,false,true,true,true,safety-plan; data-driven; planning
UNF-3514,T202566055 SR 26 Bridge Preservation — Harrington Southbound,"Deck overlay, joint replacement, and scour countermeasures on the SR 26 bridge near Harrington (MP 36.1).",Kent,SR 26,bridge,18010000,15549936,unfunded,preliminary-design,25,auto; freight,2029,0,12,false,true,false,false,bridge; preservation; state-of-good-repair
UNF-3515,T202666092 SR 20 Intersection Safety Package — Claymont Phase 1,"Systemic safety package at SR 20 MP 32.9 serving Claymont: signal upgrades, left-turn protection, lighting, and pedestrian intervals.",New Castle,SR 20,safety,11020000,10560808,unfunded,construction-ready,100,auto; pedestrian,2029,6,35,true,false,true,false,intersection; signal; safety; pedestrian; high-crash
UNF-3516,T202766129 Milford Shared-Use Path — SR 26 Group A,Construct a shared-use path parallel to SR 26 MP 27.8 connecting neighborhoods and schools in Milford.,Sussex,SR 26,bike-ped,2420000,1881176,partially-funded,row,36,pedestrian; bicycle,2025,4,26,true,false,true,false,bicycle; pedestrian; trail; vru
UNF-3517,T202266166 I-295 Bridge Preservation — Greenwood Northbound,"Deck overlay, joint replacement, and scour countermeasures on the I-295 bridge near Greenwood (MP 15.3).",Sussex,I-295,bridge,4160000,3910937,partially-funded,preliminary-design,21,auto; freight,2029,1,13,false,false,true,true,bridge; preservation; state-of-good-repair
UNF-3518,T202366203 SR 26 Bridge Preservation — Milford Southbound,"Deck overlay, joint replacement, and scour countermeasures on the SR 26 bridge near Milford (MP 40.0).",Sussex,SR 26,bridge,36380000,31723370,unfunded,row,54,auto; freight,2027,0,11,false,false,true,false,bridge; preservation; state-of-good-repair
UNF-3519,T202466240 SR 896 Freight Bottleneck Relief — Christiana,"Intersection capacity, turning-radius, and signal timing improvements for industrial freight on SR 896 MP 42.8 in Christiana.",New Castle,SR 896,freight,11370000,11260180,unfunded,planning,16,freight; auto,2025,0,7,false,true,false,false,freight; bottleneck; signal; reliability
UNF-3520,T202566277 US 113 Pavement Rehab — Middletown Group A,Mill and overlay of deteriorated US 113 lanes through Middletown (MP 44.3) to restore ride quality. Limited safety or equity components.,New Castle,US 113,pavement,10410000,9408727,unfunded,construction-ready,96,auto,2027,0,9,false,true,false,false,pavement; preservation; state-of-good-repair
UNF-3521,T202666314 SR 42 Intersection Safety Package — Newark Phase 2,"Systemic safety package at SR 42 MP 20.9 serving Newark: signal upgrades, left-turn protection, lighting, and pedestrian intervals.",New Castle,SR 42,safety,6530000,5015250,unfunded,final-design,83,auto; pedestrian,2025,6,37,true,false,true,true,intersection; signal; safety; pedestrian; high-crash
UNF-3522,T202766351 Dover Sidewalk and Crossing Gap Closure — SR 4,"Fill sidewalk gaps and add high-visibility crossings along SR 4 MP 34.2 in Dover, with ADA curb ramps.",Kent,SR 4,bike-ped,4730000,3919450,unfunded,planning,15,pedestrian; bicycle,2025,5,27,true,false,false,true,pedestrian; ada; crossing; vru
UNF-3523,T202266388 DE 1 Pavement Rehab — Hartly FY27,Mill and overlay of deteriorated DE 1 lanes through Hartly (MP 41.0) to restore ride quality. Limited safety or equity components.,Kent,DE 1,pavement,19470000,15039345,unfunded,preliminary-design,26,auto,2029,1,14,false,true,true,false,pavement; preservation; state-of-good-repair
UNF-3524,T202366425 Claymont Adaptive Signal System — SR 4,"Adaptive signal control, detection, and communications along SR 4 MP 20.0 in Claymont.",New Castle,SR 4,signals,2260000,1847606,unfunded,preliminary-design,31,auto; transit,2029,0,5,false,true,false,false,signal; operations; congestion; safety
UNF-3525,T202466462 Milford Complete Streets — SR 896 Town Center,"Lane reallocation, bicycle facilities, and pedestrian lighting on SR 896 through Milford town center (Phase 1).",Kent,SR 896,complete-streets,14580000,11202580,unfunded,row,59,auto; pedestrian; bicycle,2028,0,4,false,true,true,true,complete-streets; bike-ped; equity; safety
UNF-3526,T202566499 Gumboro Sidewalk and Crossing Gap Closure — SR 18,"Fill sidewalk gaps and add high-visibility crossings along SR 18 MP 44.8 in Gumboro, with ADA curb ramps.",Sussex,SR 18,bike-ped,3460000,2966045,unfunded,planning,5,pedestrian; bicycle,2029,4,28,true,false,true,false,pedestrian; ada; crossing; vru
UNF-3527,T202666536 SR 299 Intersection Safety Package — Laurel FY26,"Systemic safety package at SR 299 MP 23.1 serving Laurel: signal upgrades, left-turn protection, lighting, and pedestrian intervals.",Sussex,SR 299,safety,8150000,7294696,unfunded,final-design,82,auto; pedestrian,2025,1,7,false,true,true,false,intersection; signal; safety; pedestrian; high-crash
UNF-3528,T202766573 SR 300 Lane Departure Countermeasures — Frederica,"Rumble strips, high-friction surface treatment, and curve warning upgrades on SR 300 MP 18.7 near Frederica.",Kent,SR 300,safety,7880000,6283226,partially-funded,row,50,auto,2026,0,9,false,false,false,true,lane-departure; rural; high-friction; systemic; safety
UNF-3529,T202266610 SR 26 Guardrail and End Treatment Upgrade — Smyrna,Replace outdated guardrail and end treatments on SR 26 MP 4.6 near Smyrna to current MASH standards.,Kent,SR 26,safety,1770000,1507092,unfunded,row,58,auto,2025,0,13,false,false,false,false,guardrail; safety; roadside; systemic
UNF-3530,T202366647 Elsmere Community Charging Hub — SR 9,Public DC fast charging adjacent to SR 9 serving Elsmere residents without home charging.,New Castle,SR 9,ev-charging,3900000,3727403,unfunded,construction-ready,98,auto,2025,1,17,true,true,true,false,ev; equity; community; charging
UNF-3531,T202466684 Kirkwood Truck Route Geometric Improvements — SR 7,Widen turning radii and upgrade shoulders for freight movements on SR 7 MP 12.5 near Kirkwood.,New Castle,SR 7,freight,12470000,11403579,unfunded,row,41,freight; auto,2026,1,15,true,false,false,false,freight; geometry; shoulders
UNF-3532,T202566721 Glasgow Truck Route Geometric Improvements — I-495,Widen turning radii and upgrade shoulders for freight movements on I-495 MP 26.3 near Glasgow.,New Castle,I-495,freight,13570000,12057952,partially-funded,row,45,freight; auto,2025,0,10,false,true,false,false,freight; geometry; shoulders
UNF-3533,T202666758 SR 36 Intersection Safety Package — Hockessin Group B,"Systemic safety package at SR 36 MP 14.7 serving Hockessin: signal upgrades, left-turn protection, lighting, and pedestrian intervals.",New Castle,SR 36,safety,15020000,11843379,partially-funded,row,40,auto; pedestrian,2029,1,9,false,false,true,false,intersection; signal; safety; pedestrian; high-crash
UNF-3534,T202766795 Bethel Roundabout Conversion — SR 141,Convert a high-crash SR 141 intersection in Bethel (MP 4.3) to a single-lane roundabout with pedestrian crossings.,Sussex,SR 141,safety,9200000,8099829,unfunded,construction-ready,92,auto; pedestrian,2026,6,28,true,true,true,true,roundabout; intersection; safety; pedestrian
UNF-3535,T202266832 Lincoln School Zone and Speed Management,"School-zone flashers, gateway treatments, and speed management on local streets feeding SR 48 in Lincoln.",Sussex,SR 48,safety,2020000,1613219,partially-funded,final-design,81,auto; pedestrian,2026,4,24,true,true,true,true,safety; school; speed-management; lighting
UNF-3536,T202366869 SR 48 Lane Departure Countermeasures — Fenwick Island,"Rumble strips, high-friction surface treatment, and curve warning upgrades on SR 48 MP 20.8 near Fenwick Island.",Sussex,SR 48,safety,2110000,1835694,partially-funded,row,55,auto,2025,5,28,true,true,false,false,lane-departure; rural; high-friction; systemic; safety
UNF-3537,T202466906 SR 24 Intersection Safety Package — Ocean View Phase 2,"Systemic safety package at SR 24 MP 16.2 serving Ocean View: signal upgrades, left-turn protection, lighting, and pedestrian intervals.",Sussex,SR 24,safety,2600000,2116920,unfunded,preliminary-design,31,auto; pedestrian,2029,3,15,true,true,false,true,intersection; signal; safety; pedestrian; high-crash
UNF-3538,T202566943 SR 2 Intersection Safety Package — Dover FY27,"Systemic safety package at SR 2 MP 34.0 serving Dover: signal upgrades, left-turn protection, lighting, and pedestrian intervals.",Kent,SR 2,safety,12040000,10544904,unfunded,row,35,auto; pedestrian,2028,6,24,true,false,false,false,intersection; signal; safety; pedestrian; high-crash
UNF-3539,T202666980 I-95 Pavement Rehab — Henlopen Acres Phase 2,Mill and overlay of deteriorated I-95 lanes through Henlopen Acres (MP 39.7) to restore ride quality. Limited safety or equity components.,Sussex,I-95,pavement,20210000,15985240,partially-funded,construction-ready,87,auto,2028,1,12,false,true,false,false,pavement; preservation; state-of-good-repair
UNF-3540,T202767017 SR 896 Bridge Preservation — Bear Northbound,"Deck overlay, joint replacement, and scour countermeasures on the SR 896 bridge near Bear (MP 30.3).",New Castle,SR 896,bridge,27520000,26952893,partially-funded,preliminary-design,27,auto; freight,2026,1,4,false,false,false,false,bridge; preservation; state-of-good-repair
UNF-3541,T202267054 SR 48 Freight Bottleneck Relief — Middletown,"Intersection capacity, turning-radius, and signal timing improvements for industrial freight on SR 48 MP 19.4 in Middletown.",New Castle,SR 48,freight,14400000,11491294,unfunded,row,47,freight; auto,2029,0,0,false,true,false,false,freight; bottleneck; signal; reliability
UNF-3542,T202367091 SR 54 Intersection Safety Package — Dover FY26,"Systemic safety package at SR 54 MP 38.7 serving Dover: signal upgrades, left-turn protection, lighting, and pedestrian intervals.",Kent,SR 54,safety,6730000,5339427,unfunded,construction-ready,93,auto; pedestrian,2027,1,14,false,false,true,true,intersection; signal; safety; pedestrian; high-crash
UNF-3543,T202467128 Elsmere DART Stop and Access Improvements — SR 141,"Accessible pads, shelters, lighting, and sidewalk connections to DART stops on SR 141 in Elsmere.",New Castle,SR 141,transit,1070000,1023990,unfunded,planning,15,transit; pedestrian,2025,1,7,false,true,false,false,transit; equity; pedestrian; ada
UNF-3544,T202567165 SR 7 Intersection Safety Package — Claymont FY27,"Systemic safety package at SR 7 MP 28.8 serving Claymont: signal upgrades, left-turn protection, lighting, and pedestrian intervals.",New Castle,SR 7,safety,10880000,8233216,unfunded,final-design,77,auto; pedestrian,2029,5,22,true,false,true,true,intersection; signal; safety; pedestrian; high-crash
UNF-3545,T202667202 Felton Roundabout Conversion — SR 48,Convert a high-crash SR 48 intersection in Felton (MP 30.6) to a single-lane roundabout with pedestrian crossings.,Kent,SR 48,safety,5510000,5333037,unfunded,preliminary-design,29,auto; pedestrian,2028,3,22,true,false,true,false,roundabout; intersection; safety; pedestrian
UNF-3546,T202767239 Port Penn Community Charging Hub — SR 8,Public DC fast charging adjacent to SR 8 serving Port Penn residents without home charging.,New Castle,SR 8,ev-charging,3240000,2705313,unfunded,final-design,62,auto,2028,1,15,true,false,false,true,ev; equity; community; charging
UNF-3547,T202267276 I-495 Bridge Preservation — Cheswold Group A,"Deck overlay, joint replacement, and scour countermeasures on the I-495 bridge near Cheswold (MP 29.5).",Kent,I-495,bridge,28740000,26063363,unfunded,preliminary-design,30,auto; freight,2026,1,13,false,true,false,false,bridge; preservation; state-of-good-repair
UNF-3548,T202367313 Millsboro Adaptive Signal System — SR 299,"Adaptive signal control, detection, and communications along SR 299 MP 43.1 in Millsboro.",Sussex,SR 299,signals,8370000,7052385,unfunded,final-design,84,auto; transit,2026,1,7,false,true,true,false,signal; operations; congestion; safety
UNF-3549,T202467350 DART Bus Maintenance Facility Rehab — Newport,"Rehabilitate the DART bus maintenance garage in Newport, including lifts, bus wash, and charging/fueling for the transit fleet.",New Castle,SR 20,transit,30940000,23665473,unfunded,construction-ready,99,transit,2027,1,4,false,true,false,false,transit; bus-fleet; garage; facility; low-no
UNF-3550,T202567387 SR 299 Pavement Rehab — Selbyville Northbound,Mill and overlay of deteriorated SR 299 lanes through Selbyville (MP 32.9) to restore ride quality. Limited safety or equity components.,Sussex,SR 299,pavement,8150000,6678570,partially-funded,final-design,65,auto,2029,0,10,false,true,true,false,pavement; preservation; state-of-good-repair
UNF-3551,T202667424 I-95 Pavement Rehab — Dewey Beach Group B,Mill and overlay of deteriorated I-95 lanes through Dewey Beach (MP 3.0) to restore ride quality. Limited safety or equity components.,Sussex,I-95,pavement,21180000,19170290,unfunded,final-design,64,auto,2027,1,5,false,true,true,false,pavement; preservation; state-of-good-repair
UNF-3552,T202767461 Ocean View Slope Stabilization — SR 404 MP 32.4,"Embankment repair, drainage, and slope stabilization on SR 404 near Ocean View after repeated washouts.",Sussex,SR 404,resilience,5020000,3779233,unfunded,construction-ready,96,auto,2025,0,10,false,false,false,true,slope; drainage; resilience; geotech
UNF-3553,T202267498 US 13 Concrete Pavement Restoration — Frankford,"Slab repair, diamond grinding, and joint resealing on US 13 MP 31.6 in Sussex County near Frankford.",Sussex,US 13,pavement,23910000,21580741,unfunded,final-design,83,auto,2026,0,5,false,false,true,false,pavement; concrete; preservation
UNF-3554,T202367535 Magnolia School Zone and Speed Management,"School-zone flashers, gateway treatments, and speed management on local streets feeding SR 82 in Magnolia.",Kent,SR 82,safety,4240000,3347541,unfunded,preliminary-design,21,auto; pedestrian,2027,4,27,true,false,true,false,safety; school; speed-management; lighting
UNF-3555,T202467572 Clayton Roundabout Conversion — SR 7,Convert a high-crash SR 7 intersection in Clayton (MP 43.1) to a single-lane roundabout with pedestrian crossings.,Kent,SR 7,safety,5400000,4218099,unfunded,row,59,auto; pedestrian,2026,4,25,true,false,true,false,roundabout; intersection; safety; pedestrian
UNF-3556,T202567609 SR 10 Bridge Preservation — Laurel FY26,"Deck overlay, joint replacement, and scour countermeasures on the SR 10 bridge near Laurel (MP 29.3).",Sussex,SR 10,bridge,16640000,14455751,unfunded,preliminary-design,32,auto; freight,2028,1,10,false,true,true,false,bridge; preservation; state-of-good-repair
UNF-3557,T202667646 SR 24 Lane Departure Countermeasures — Long Neck,"Rumble strips, high-friction surface treatment, and curve warning upgrades on SR 24 MP 24.9 near Long Neck.",Sussex,SR 24,safety,3700000,3030103,unfunded,construction-ready,91,auto,2025,6,35,true,false,true,false,lane-departure; rural; high-friction; systemic; safety
UNF-3558,T202767683 Millsboro Slope Stabilization — US 113 MP 11.0,"Embankment repair, drainage, and slope stabilization on US 113 near Millsboro after repeated washouts.",Sussex,US 113,resilience,6250000,4936654,unfunded,preliminary-design,29,auto,2029,1,10,false,false,true,false,slope; drainage; resilience; geotech
UNF-3559,T202267720 Dover Roundabout Conversion — SR 30,Convert a high-crash SR 30 intersection in Dover (MP 40.3) to a single-lane roundabout with pedestrian crossings.,Kent,SR 30,safety,6570000,6421329,unfunded,final-design,61,auto; pedestrian,2029,0,5,false,false,true,false,roundabout; intersection; safety; pedestrian
UNF-3560,T202367757 SR 14 Intersection Safety Package — Christiana FY26,"Systemic safety package at SR 14 MP 11.7 serving Christiana: signal upgrades, left-turn protection, lighting, and pedestrian intervals.",New Castle,SR 14,safety,12580000,10187039,unfunded,row,49,auto; pedestrian,2025,5,32,true,true,false,false,intersection; signal; safety; pedestrian; high-crash
UNF-3561,T202467794 Henlopen Acres Slope Stabilization — SR 92 MP 11.7,"Embankment repair, drainage, and slope stabilization on SR 92 near Henlopen Acres after repeated washouts.",Sussex,SR 92,resilience,5960000,4935519,partially-funded,planning,16,auto,2029,0,10,false,false,true,false,slope; drainage; resilience; geotech
UNF-3562,T202567831 SR 16 Intersection Safety Package — Felton Group B,"Systemic safety package at SR 16 MP 35.8 serving Felton: signal upgrades, left-turn protection, lighting, and pedestrian intervals.",Kent,SR 16,safety,2870000,2677723,unfunded,planning,11,auto; pedestrian,2027,0,2,false,false,false,false,intersection; signal; safety; pedestrian; high-crash
UNF-3563,T202667868 Frederica DART Stop and Access Improvements — SR 300,"Accessible pads, shelters, lighting, and sidewalk connections to DART stops on SR 300 in Frederica.",Kent,SR 300,transit,4640000,4058178,unfunded,planning,13,transit; pedestrian,2027,0,5,false,true,false,false,transit; equity; pedestrian; ada
UNF-3564,T202767905 DART Bus Fleet Replacement — New Castle Division,"Replace diesel buses with low- and no-emission transit buses and related equipment at the DART New Castle division, including depot charging.",New Castle,SR 300,transit,8800000,8143337,partially-funded,final-design,73,transit,2027,1,9,false,true,false,false,transit; bus-fleet; low-no; zero-emission; garage
UNF-3565,T202267942 Woodside Complete Streets — US 13 Town Center,"Lane reallocation, bicycle facilities, and pedestrian lighting on US 13 through Woodside town center (FY27).",Kent,US 13,complete-streets,3930000,3486023,unfunded,row,54,auto; pedestrian; bicycle,2028,3,20,true,true,false,true,complete-streets; bike-ped; equity; safety
UNF-3566,T202367979 Hockessin DART Stop and Access Improvements — SR 26,"Accessible pads, shelters, lighting, and sidewalk connections to DART stops on SR 26 in Hockessin.",New Castle,SR 26,transit,4660000,3933985,unfunded,row,38,transit; pedestrian,2027,1,15,true,true,false,true,transit; equity; pedestrian; ada
UNF-3567,T202468016 Clayton Adaptive Signal System — SR 72,"Adaptive signal control, detection, and communications along SR 72 MP 19.6 in Clayton.",Kent,SR 72,signals,7780000,7277854,unfunded,row,43,auto; transit,2029,0,11,false,false,false,false,signal; operations; congestion; safety
UNF-3568,T202568053 SR 4 Intersection Safety Package — Dover Group B,"Systemic safety package at SR 4 MP 23.2 serving Dover: signal upgrades, left-turn protection, lighting, and pedestrian intervals.",Kent,SR 4,safety,12750000,10216487,unfunded,preliminary-design,23,auto; pedestrian,2027,5,22,true,false,true,true,intersection; signal; safety; pedestrian; high-crash
UNF-3569,T202668090 Wyoming Sidewalk and Crossing Gap Closure — SR 72,"Fill sidewalk gaps and add high-visibility crossings along SR 72 MP 13.9 in Wyoming, with ADA curb ramps.",Kent,SR 72,bike-ped,2050000,1972019,partially-funded,planning,7,pedestrian; bicycle,2025,2,13,true,false,false,false,pedestrian; ada; crossing; vru
UNF-3570,T202768127 Elsmere Local Road Safety Plan,Data-driven local road safety plan for Elsmere identifying a high-injury network and proven countermeasures.,New Castle,SR 72,planning,890000,761923,unfunded,row,46,auto; pedestrian,2029,1,5,false,false,false,false,safety-plan; data-driven; planning
UNF-3571,T202268164 Harrington Sidewalk and Crossing Gap Closure — SR 404,"Fill sidewalk gaps and add high-visibility crossings along SR 404 MP 1.7 in Harrington, with ADA curb ramps.",Kent,SR 404,bike-ped,5040000,4571946,unfunded,preliminary-design,26,pedestrian; bicycle,2027,4,24,true,true,false,false,pedestrian; ada; crossing; vru
UNF-3572,T202368201 DART Bus Fleet Replacement — Slaughter Beach Division,"Replace diesel buses with low- and no-emission transit buses and related equipment at the DART Slaughter Beach division, including depot charging.",Sussex,SR 20,transit,24940000,20121890,unfunded,final-design,60,transit,2029,0,8,false,false,true,true,transit; bus-fleet; low-no; zero-emission; garage
UNF-3573,T202468238 Camden Community Charging Hub — SR 4,Public DC fast charging adjacent to SR 4 serving Camden residents without home charging.,Kent,SR 4,ev-charging,3070000,2873230,unfunded,final-design,68,auto,2027,0,10,false,true,false,true,ev; equity; community; charging
UNF-3574,T202568275 I-295 Pavement Rehab — Pike Creek Southbound,Mill and overlay of deteriorated I-295 lanes through Pike Creek (MP 1.9) to restore ride quality. Limited safety or equity components.,New Castle,I-295,pavement,13560000,11788027,unfunded,final-design,79,auto,2025,0,7,false,false,false,false,pavement; preservation; state-of-good-repair
UNF-3575,T202668312 SR 54 Bridge Preservation — Woodside Group A,"Deck overlay, joint replacement, and scour countermeasures on the SR 54 bridge near Woodside (MP 6.8).",Kent,SR 54,bridge,20240000,18969176,partially-funded,row,50,auto; freight,2027,1,14,false,false,true,false,bridge; preservation; state-of-good-repair
UNF-3576,T202768349 SR 8 Bridge Preservation — Camden-Wyoming FY26,"Deck overlay, joint replacement, and scour countermeasures on the SR 8 bridge near Camden-Wyoming (MP 17.2).",Kent,SR 8,bridge,16740000,16430121,partially-funded,row,45,auto; freight,2029,0,1,false,true,true,true,bridge; preservation; state-of-good-repair
UNF-3577,T202268386 Kirkwood Truck Route Geometric Improvements — US 113,Widen turning radii and upgrade shoulders for freight movements on US 113 MP 18.5 near Kirkwood.,New Castle,US 113,freight,15660000,12577316,unfunded,row,36,freight; auto,2026,0,12,false,false,true,false,freight; geometry; shoulders
UNF-3578,T202368423 Gumboro Sidewalk and Crossing Gap Closure — SR 14,"Fill sidewalk gaps and add high-visibility crossings along SR 14 MP 38.6 in Gumboro, with ADA curb ramps.",Sussex,SR 14,bike-ped,5550000,4876651,unfunded,row,47,pedestrian; bicycle,2026,2,15,true,false,false,false,pedestrian; ada; crossing; vru
UNF-3579,T202468460 Delaware City DART Stop and Access Improvements — SR 82,"Accessible pads, shelters, lighting, and sidewalk connections to DART stops on SR 82 in Delaware City.",New Castle,SR 82,transit,5720000,5558789,unfunded,planning,14,transit; pedestrian,2028,1,16,true,true,true,true,transit; equity; pedestrian; ada
UNF-3580,T202568497 SR 82 ITS Camera and Fiber — Rising Sun Northbound,"CCTV, fiber interconnect, and TMC integration on SR 82 MP 4.2 serving Rising Sun and Kent County operations.",Kent,SR 82,signals,3590000,3095797,unfunded,planning,15,auto,2029,1,6,false,false,true,false,its; operations; congestion; signal
UNF-3581,T202668534 Millville Slope Stabilization — SR 42 MP 24.0,"Embankment repair, drainage, and slope stabilization on SR 42 near Millville after repeated washouts.",Sussex,SR 42,resilience,5680000,5602390,unfunded,planning,12,auto,2028,0,13,false,false,true,false,slope; drainage; resilience; geotech
UNF-3582,T202768571 SR 18 ITS Camera and Fiber — Red Lion Group A,"CCTV, fiber interconnect, and TMC integration on SR 18 MP 29.4 serving Red Lion and New Castle County operations.",New Castle,SR 18,signals,3930000,3352852,unfunded,row,37,auto,2028,0,9,false,false,false,false,its; operations; congestion; signal
UNF-3583,T202268608 Wilmington Adaptive Signal System — SR 14,"Adaptive signal control, detection, and communications along SR 14 MP 36.3 in Wilmington.",New Castle,SR 14,signals,5260000,5018929,unfunded,planning,7,auto; transit,2028,1,11,false,false,false,true,signal; operations; congestion; safety
UNF-3584,T202368645 Glasgow Slope Stabilization — SR 92 MP 44.5,"Embankment repair, drainage, and slope stabilization on SR 92 near Glasgow after repeated washouts.",New Castle,SR 92,resilience,12180000,11958269,unfunded,final-design,67,auto,2029,0,0,false,false,false,true,slope; drainage; resilience; geotech
UNF-3585,T202468682 Frederica Community Charging Hub — SR 10,Public DC fast charging adjacent to SR 10 serving Frederica residents without home charging.,Kent,SR 10,ev-charging,800000,638016,unfunded,final-design,74,auto,2029,0,13,false,false,true,true,ev; equity; community; charging
UNF-3586,T202568719 SR 52 Bridge Preservation — Laurel Group A,"Deck overlay, joint replacement, and scour countermeasures on the SR 52 bridge near Laurel (MP 7.5).",Sussex,SR 52,bridge,28770000,22391826,partially-funded,row,49,auto; freight,2029,0,7,false,true,true,true,bridge; preservation; state-of-good-repair
UNF-3587,T202668756 Magnolia Complete Streets — US 202 Town Center,"Lane reallocation, bicycle facilities, and pedestrian lighting on US 202 through Magnolia town center (Phase 1).",Kent,US 202,complete-streets,6440000,6337078,unfunded,construction-ready,94,auto; pedestrian; bicycle,2029,1,9,false,true,false,true,complete-streets; bike-ped; equity; safety
UNF-3588,T202768793 SR 1 Concrete Pavement Restoration — Middletown,"Slab repair, diamond grinding, and joint resealing on SR 1 MP 20.8 in New Castle County near Middletown.",New Castle,SR 1,pavement,21930000,18523781,partially-funded,planning,16,auto,2025,0,0,false,false,false,false,pavement; concrete; preservation
UNF-3589,T202268830 Elsmere Truck Route Geometric Improvements — SR 58,Widen turning radii and upgrade shoulders for freight movements on SR 58 MP 34.1 near Elsmere.,New Castle,SR 58,freight,11440000,9850304,unfunded,construction-ready,98,freight; auto,2029,0,12,false,false,false,false,freight; geometry; shoulders
UNF-3590,T202368867 US 13 Bridge Culvert Replacement — Elsmere,Replace a deteriorated culvert on US 13 MP 36.3 near Elsmere to restore hydraulic capacity and legal loads.,New Castle,US 13,bridge,10230000,8385275,unfunded,preliminary-design,25,auto; freight,2029,0,10,false,true,true,false,bridge; culvert; scour; state-of-good-repair
UNF-3591,T202468904 Bowers Local Road Safety Plan,Data-driven local road safety plan for Bowers identifying a high-injury network and proven countermeasures.,Kent,SR 2,planning,790000,744278,unfunded,construction-ready,100,auto; pedestrian,2028,1,5,false,true,true,false,safety-plan; data-driven; planning
UNF-3592,T202568941 SR 7 Bridge Culvert Replacement — Smyrna,Replace a deteriorated culvert on SR 7 MP 22.9 near Smyrna to restore hydraulic capacity and legal loads.,Kent,SR 7,bridge,8200000,6636755,partially-funded,final-design,67,auto; freight,2026,0,6,false,true,true,false,bridge; culvert; scour; state-of-good-repair
UNF-3593,T202668978 Newport Complete Streets — SR 16 Town Center,"Lane reallocation, bicycle facilities, and pedestrian lighting on SR 16 through Newport town center (Northbound).",New Castle,SR 16,complete-streets,9110000,7606883,unfunded,row,39,auto; pedestrian; bicycle,2028,0,10,false,false,false,false,complete-streets; bike-ped; equity; safety
UNF-3594,T202769015 Bridgeville School Zone and Speed Management,"School-zone flashers, gateway treatments, and speed management on local streets feeding SR 36 in Bridgeville.",Sussex,SR 36,safety,3470000,2602773,unfunded,row,54,auto; pedestrian,2027,3,12,true,false,false,false,safety; school; speed-management; lighting
UNF-3595,T202269052 Rising Sun Adaptive Signal System — SR 71,"Adaptive signal control, detection, and communications along SR 71 MP 38.6 in Rising Sun.",Kent,SR 71,signals,4920000,4132832,partially-funded,preliminary-design,21,auto; transit,2026,1,12,false,false,true,false,signal; operations; congestion; safety
UNF-3596,T202369089 US 113 Lane Departure Countermeasures — Elsmere,"Rumble strips, high-friction surface treatment, and curve warning upgrades on US 113 MP 20.0 near Elsmere.",New Castle,US 113,safety,4210000,3952327,unfunded,planning,19,auto,2026,1,6,false,false,false,false,lane-departure; rural; high-friction; systemic; safety
UNF-3597,T202469126 SR 896 Drainage and Flood Mitigation — Edgemoor,Stormwater upgrades and roadway raising where SR 896 MP 10.3 floods near Edgemoor.,New Castle,SR 896,resilience,13820000,11703437,unfunded,construction-ready,88,auto,2029,0,8,false,true,false,false,flood; drainage; resilience
